company,date,metric,value,form,fiscal_year,fiscal_period
10x genomics,2019-12-31,total_assets,605923000,10-K,2020,FY
10x genomics,2020-01-01,total_assets,45604000,10-Q,2020,Q2
10x genomics,2020-01-01,total_assets,45604000,10-Q,2020,Q3
10x genomics,2020-01-01,total_assets,45604000,10-K,2020,FY
10x genomics,2020-03-31,total_assets,610384000,10-Q,2020,Q1
10x genomics,2020-06-30,total_assets,582802000,10-Q,2020,Q2
10x genomics,2020-09-30,total_assets,1042544000,10-Q,2020,Q3
10x genomics,2020-12-31,total_assets,929341000,10-K,2020,FY
10x genomics,2020-12-31,total_assets,929341000,10-Q,2021,Q1
10x genomics,2020-12-31,total_assets,929341000,10-Q,2021,Q2
10x genomics,2020-12-31,total_assets,929341000,10-Q,2021,Q3
10x genomics,2020-12-31,total_assets,929341000,10-K,2021,FY
10x genomics,2021-03-31,total_assets,954033000,10-Q,2021,Q1
10x genomics,2021-06-30,total_assets,977579000,10-Q,2021,Q2
10x genomics,2021-09-30,total_assets,990572000,10-Q,2021,Q3
10x genomics,2021-12-31,total_assets,1018826000,10-K,2021,FY
10x genomics,2021-12-31,total_assets,1018826000,10-Q,2022,Q1
10x genomics,2021-12-31,total_assets,1018826000,10-Q,2022,Q2
10x genomics,2021-12-31,total_assets,1018826000,10-Q,2022,Q3
10x genomics,2021-12-31,total_assets,1018826000,10-K,2022,FY
10x genomics,2022-03-31,total_assets,1003251000,10-Q,2022,Q1
10x genomics,2022-06-30,total_assets,1001591000,10-Q,2022,Q2
10x genomics,2022-09-30,total_assets,996207000,10-Q,2022,Q3
10x genomics,2022-12-31,total_assets,1028980000,10-K,2022,FY
10x genomics,2022-12-31,total_assets,1028980000,10-Q,2023,Q1
10x genomics,2022-12-31,total_assets,1028980000,10-Q,2023,Q2
10x genomics,2022-12-31,total_assets,1028980000,10-Q,2023,Q3
10x genomics,2022-12-31,total_assets,1028980000,10-K,2023,FY
10x genomics,2023-03-31,total_assets,1014030000,10-Q,2023,Q1
10x genomics,2023-06-30,total_assets,989638000,10-Q,2023,Q2
10x genomics,2023-09-30,total_assets,948540000,10-Q,2023,Q3
10x genomics,2023-12-31,total_assets,965143000,10-K,2023,FY
10x genomics,2023-12-31,total_assets,965143000,10-Q,2024,Q1
10x genomics,2023-12-31,total_assets,965143000,10-Q,2024,Q2
10x genomics,2023-12-31,total_assets,965143000,10-Q,2024,Q3
10x genomics,2023-12-31,total_assets,965143000,10-K,2024,FY
10x genomics,2024-03-31,total_assets,922913000,10-Q,2024,Q1
10x genomics,2024-06-30,total_assets,929668000,10-Q,2024,Q2
10x genomics,2024-09-30,total_assets,937794000,10-Q,2024,Q3
10x genomics,2024-12-31,total_assets,918636000,10-K,2024,FY
10x genomics,2024-12-31,total_assets,918636000,10-Q,2025,Q1
10x genomics,2024-12-31,total_assets,918636000,10-Q,2025,Q2
10x genomics,2024-12-31,total_assets,918636000,10-Q,2025,Q3
10x genomics,2025-03-31,total_assets,903393000,10-Q,2025,Q1
10x genomics,2025-06-30,total_assets,979970000,10-Q,2025,Q2
10x genomics,2025-09-30,total_assets,1027361000,10-Q,2025,Q3
10x genomics,2018-12-31,total_liabilities,101053000,10-Q,2019,Q3
10x genomics,2018-12-31,total_liabilities,101053000,10-K,2019,FY
10x genomics,2019-09-30,total_liabilities,151367000,10-Q,2019,Q3
10x genomics,2019-12-31,total_liabilities,185840000,10-K,2019,FY
10x genomics,2019-12-31,total_liabilities,185840000,10-Q,2020,Q1
10x genomics,2019-12-31,total_liabilities,185840000,10-Q,2020,Q2
10x genomics,2019-12-31,total_liabilities,185840000,10-Q,2020,Q3
10x genomics,2019-12-31,total_liabilities,185840000,10-K,2020,FY
10x genomics,2020-01-01,total_liabilities,78139000,10-Q,2020,Q2
10x genomics,2020-01-01,total_liabilities,78139000,10-Q,2020,Q3
10x genomics,2020-01-01,total_liabilities,78139000,10-K,2020,FY
10x genomics,2020-03-31,total_liabilities,201316000,10-Q,2020,Q1
10x genomics,2020-06-30,total_liabilities,191533000,10-Q,2020,Q2
10x genomics,2020-09-30,total_liabilities,217464000,10-Q,2020,Q3
10x genomics,2020-12-31,total_liabilities,190269000,10-K,2020,FY
10x genomics,2020-12-31,total_liabilities,190269000,10-Q,2021,Q1
10x genomics,2020-12-31,total_liabilities,190269000,10-Q,2021,Q2
10x genomics,2020-12-31,total_liabilities,190269000,10-Q,2021,Q3
10x genomics,2020-12-31,total_liabilities,190269000,10-K,2021,FY
10x genomics,2021-03-31,total_liabilities,201573000,10-Q,2021,Q1
10x genomics,2021-06-30,total_liabilities,192993000,10-Q,2021,Q2
10x genomics,2021-09-30,total_liabilities,190351000,10-Q,2021,Q3
10x genomics,2021-12-31,total_liabilities,201258000,10-K,2021,FY
10x genomics,2021-12-31,total_liabilities,201258000,10-Q,2022,Q1
10x genomics,2021-12-31,total_liabilities,201258000,10-Q,2022,Q2
10x genomics,2021-12-31,total_liabilities,201258000,10-Q,2022,Q3
10x genomics,2021-12-31,total_liabilities,201258000,10-K,2022,FY
10x genomics,2022-03-31,total_liabilities,196566000,10-Q,2022,Q1
10x genomics,2022-06-30,total_liabilities,218075000,10-Q,2022,Q2
10x genomics,2022-09-30,total_liabilities,220415000,10-Q,2022,Q3
10x genomics,2022-12-31,total_liabilities,223237000,10-K,2022,FY
10x genomics,2022-12-31,total_liabilities,223237000,10-Q,2023,Q1
10x genomics,2022-12-31,total_liabilities,223237000,10-Q,2023,Q2
10x genomics,2022-12-31,total_liabilities,223237000,10-Q,2023,Q3
10x genomics,2022-12-31,total_liabilities,223237000,10-K,2023,FY
10x genomics,2023-03-31,total_liabilities,211645000,10-Q,2023,Q1
10x genomics,2023-06-30,total_liabilities,196337000,10-Q,2023,Q2
10x genomics,2023-09-30,total_liabilities,203324000,10-Q,2023,Q3
10x genomics,2023-12-31,total_liabilities,224100000,10-K,2023,FY
10x genomics,2023-12-31,total_liabilities,224100000,10-Q,2024,Q1
10x genomics,2023-12-31,total_liabilities,224100000,10-Q,2024,Q2
10x genomics,2023-12-31,total_liabilities,224100000,10-Q,2024,Q3
10x genomics,2023-12-31,total_liabilities,224100000,10-K,2024,FY
10x genomics,2024-03-31,total_liabilities,204079000,10-Q,2024,Q1
10x genomics,2024-06-30,total_liabilities,205610000,10-Q,2024,Q2
10x genomics,2024-09-30,total_liabilities,214990000,10-Q,2024,Q3
10x genomics,2024-12-31,total_liabilities,208502000,10-K,2024,FY
10x genomics,2024-12-31,total_liabilities,208502000,10-Q,2025,Q1
10x genomics,2024-12-31,total_liabilities,208502000,10-Q,2025,Q2
10x genomics,2024-12-31,total_liabilities,208502000,10-Q,2025,Q3
10x genomics,2025-03-31,total_liabilities,196498000,10-Q,2025,Q1
10x genomics,2025-06-30,total_liabilities,206691000,10-Q,2025,Q2
10x genomics,2025-09-30,total_liabilities,242241000,10-Q,2025,Q3
10x genomics,2016-12-31,stockholders_equity,-96431000,10-K,2019,FY
10x genomics,2017-12-31,stockholders_equity,-112509000,10-Q,2019,Q3
10x genomics,2017-12-31,stockholders_equity,-112509000,10-K,2019,FY
10x genomics,2017-12-31,stockholders_equity,-112509000,10-K,2020,FY
10x genomics,2018-03-31,stockholders_equity,-127253000,10-Q,2019,Q3
10x genomics,2018-06-30,stockholders_equity,-132474000,10-Q,2019,Q3
10x genomics,2018-09-30,stockholders_equity,-146772000,10-Q,2019,Q3
10x genomics,2018-12-31,stockholders_equity,-219987000,10-Q,2019,Q3
10x genomics,2018-12-31,stockholders_equity,-219987000,10-K,2019,FY
10x genomics,2018-12-31,stockholders_equity,-219987000,10-Q,2020,Q1
10x genomics,2018-12-31,stockholders_equity,-219987000,10-Q,2020,Q2
10x genomics,2018-12-31,stockholders_equity,-219987000,10-Q,2020,Q3
10x genomics,2018-12-31,stockholders_equity,-219987000,10-K,2020,FY
10x genomics,2018-12-31,stockholders_equity,-219987000,10-K,2021,FY
10x genomics,2019-03-31,stockholders_equity,-221293000,10-Q,2019,Q3
10x genomics,2019-03-31,stockholders_equity,-221293000,10-Q,2020,Q1
10x genomics,2019-03-31,stockholders_equity,-221293000,10-Q,2020,Q2
10x genomics,2019-03-31,stockholders_equity,-221293000,10-Q,2020,Q3
10x genomics,2019-06-30,stockholders_equity,-227948000,10-Q,2019,Q3
10x genomics,2019-06-30,stockholders_equity,-227948000,10-Q,2020,Q2
10x genomics,2019-06-30,stockholders_equity,-227948000,10-Q,2020,Q3
10x genomics,2019-09-30,stockholders_equity,421448000,10-Q,2019,Q3
10x genomics,2019-09-30,stockholders_equity,421448000,10-Q,2020,Q3
10x genomics,2019-12-31,stockholders_equity,420083000,10-K,2019,FY
10x genomics,2019-12-31,stockholders_equity,420083000,10-Q,2020,Q1
10x genomics,2019-12-31,stockholders_equity,420083000,10-Q,2020,Q2
10x genomics,2019-12-31,stockholders_equity,420083000,10-Q,2020,Q3
10x genomics,2019-12-31,stockholders_equity,420083000,10-K,2020,FY
10x genomics,2019-12-31,stockholders_equity,420083000,10-Q,2021,Q1
10x genomics,2019-12-31,stockholders_equity,420083000,10-Q,2021,Q2
10x genomics,2019-12-31,stockholders_equity,420083000,10-Q,2021,Q3
10x genomics,2019-12-31,stockholders_equity,420083000,10-K,2021,FY
10x genomics,2019-12-31,stockholders_equity,420083000,10-K,2022,FY
10x genomics,2020-03-31,stockholders_equity,409068000,10-Q,2020,Q1
10x genomics,2020-03-31,stockholders_equity,409068000,10-Q,2020,Q2
10x genomics,2020-03-31,stockholders_equity,409068000,10-Q,2020,Q3
10x genomics,2020-03-31,stockholders_equity,409068000,10-Q,2021,Q1
10x genomics,2020-03-31,stockholders_equity,409068000,10-Q,2021,Q2
10x genomics,2020-03-31,stockholders_equity,409068000,10-Q,2021,Q3
10x genomics,2020-06-30,stockholders_equity,391269000,10-Q,2020,Q2
10x genomics,2020-06-30,stockholders_equity,391269000,10-Q,2020,Q3
10x genomics,2020-06-30,stockholders_equity,391269000,10-Q,2021,Q2
10x genomics,2020-06-30,stockholders_equity,391269000,10-Q,2021,Q3
10x genomics,2020-09-30,stockholders_equity,825080000,10-Q,2020,Q3
10x genomics,2020-09-30,stockholders_equity,825080000,10-Q,2021,Q3
10x genomics,2020-12-31,stockholders_equity,739072000,10-K,2020,FY
10x genomics,2020-12-31,stockholders_equity,739072000,10-Q,2021,Q1
10x genomics,2020-12-31,stockholders_equity,739072000,10-Q,2021,Q2
10x genomics,2020-12-31,stockholders_equity,739072000,10-Q,2021,Q3
10x genomics,2020-12-31,stockholders_equity,739072000,10-K,2021,FY
10x genomics,2020-12-31,stockholders_equity,739072000,10-Q,2022,Q1
10x genomics,2020-12-31,stockholders_equity,739072000,10-Q,2022,Q2
10x genomics,2020-12-31,stockholders_equity,739072000,10-Q,2022,Q3
10x genomics,2020-12-31,stockholders_equity,739072000,10-K,2022,FY
10x genomics,2020-12-31,stockholders_equity,739072000,10-K,2023,FY
10x genomics,2021-03-31,stockholders_equity,752460000,10-Q,2021,Q1
10x genomics,2021-03-31,stockholders_equity,752460000,10-Q,2021,Q2
10x genomics,2021-03-31,stockholders_equity,752460000,10-Q,2021,Q3
10x genomics,2021-03-31,stockholders_equity,752460000,10-Q,2022,Q1
10x genomics,2021-03-31,stockholders_equity,752460000,10-Q,2022,Q2
10x genomics,2021-03-31,stockholders_equity,752460000,10-Q,2022,Q3
10x genomics,2021-06-30,stockholders_equity,784586000,10-Q,2021,Q2
10x genomics,2021-06-30,stockholders_equity,784586000,10-Q,2021,Q3
10x genomics,2021-06-30,stockholders_equity,784586000,10-Q,2022,Q2
10x genomics,2021-06-30,stockholders_equity,784586000,10-Q,2022,Q3
10x genomics,2021-09-30,stockholders_equity,800221000,10-Q,2021,Q3
10x genomics,2021-09-30,stockholders_equity,800221000,10-Q,2022,Q3
10x genomics,2021-12-31,stockholders_equity,817568000,10-K,2021,FY
10x genomics,2021-12-31,stockholders_equity,817568000,10-Q,2022,Q1
10x genomics,2021-12-31,stockholders_equity,817568000,10-Q,2022,Q2
10x genomics,2021-12-31,stockholders_equity,817568000,10-Q,2022,Q3
10x genomics,2021-12-31,stockholders_equity,817568000,10-K,2022,FY
10x genomics,2021-12-31,stockholders_equity,817568000,10-Q,2023,Q1
10x genomics,2021-12-31,stockholders_equity,817568000,10-Q,2023,Q2
10x genomics,2021-12-31,stockholders_equity,817568000,10-Q,2023,Q3
10x genomics,2021-12-31,stockholders_equity,817568000,10-K,2023,FY
10x genomics,2021-12-31,stockholders_equity,817568000,10-K,2024,FY
10x genomics,2022-03-31,stockholders_equity,806685000,10-Q,2022,Q1
10x genomics,2022-03-31,stockholders_equity,806685000,10-Q,2022,Q2
10x genomics,2022-03-31,stockholders_equity,806685000,10-Q,2022,Q3
10x genomics,2022-03-31,stockholders_equity,806685000,10-Q,2023,Q1
10x genomics,2022-03-31,stockholders_equity,806685000,10-Q,2023,Q2
10x genomics,2022-03-31,stockholders_equity,806685000,10-Q,2023,Q3
10x genomics,2022-06-30,stockholders_equity,783516000,10-Q,2022,Q2
10x genomics,2022-06-30,stockholders_equity,783516000,10-Q,2022,Q3
10x genomics,2022-06-30,stockholders_equity,783516000,10-Q,2023,Q2
10x genomics,2022-06-30,stockholders_equity,783516000,10-Q,2023,Q3
10x genomics,2022-09-30,stockholders_equity,775792000,10-Q,2022,Q3
10x genomics,2022-09-30,stockholders_equity,775792000,10-Q,2023,Q3
10x genomics,2022-12-31,stockholders_equity,805743000,10-K,2022,FY
10x genomics,2022-12-31,stockholders_equity,805743000,10-Q,2023,Q1
10x genomics,2022-12-31,stockholders_equity,805743000,10-Q,2023,Q2
10x genomics,2022-12-31,stockholders_equity,805743000,10-Q,2023,Q3
10x genomics,2022-12-31,stockholders_equity,805743000,10-K,2023,FY
10x genomics,2022-12-31,stockholders_equity,805743000,10-Q,2024,Q1
10x genomics,2022-12-31,stockholders_equity,805743000,10-Q,2024,Q2
10x genomics,2022-12-31,stockholders_equity,805743000,10-Q,2024,Q3
10x genomics,2022-12-31,stockholders_equity,805743000,10-K,2024,FY
10x genomics,2023-03-31,stockholders_equity,802385000,10-Q,2023,Q1
10x genomics,2023-03-31,stockholders_equity,802385000,10-Q,2023,Q2
10x genomics,2023-03-31,stockholders_equity,802385000,10-Q,2023,Q3
10x genomics,2023-03-31,stockholders_equity,802385000,10-Q,2024,Q1
10x genomics,2023-03-31,stockholders_equity,802385000,10-Q,2024,Q2
10x genomics,2023-03-31,stockholders_equity,802385000,10-Q,2024,Q3
10x genomics,2023-06-30,stockholders_equity,793301000,10-Q,2023,Q2
10x genomics,2023-06-30,stockholders_equity,793301000,10-Q,2023,Q3
10x genomics,2023-06-30,stockholders_equity,793301000,10-Q,2024,Q2
10x genomics,2023-06-30,stockholders_equity,793301000,10-Q,2024,Q3
10x genomics,2023-09-30,stockholders_equity,745216000,10-Q,2023,Q3
10x genomics,2023-09-30,stockholders_equity,745216000,10-Q,2024,Q3
10x genomics,2023-12-31,stockholders_equity,741043000,10-K,2023,FY
10x genomics,2023-12-31,stockholders_equity,741043000,10-Q,2024,Q1
10x genomics,2023-12-31,stockholders_equity,741043000,10-Q,2024,Q2
10x genomics,2023-12-31,stockholders_equity,741043000,10-Q,2024,Q3
10x genomics,2023-12-31,stockholders_equity,741043000,10-K,2024,FY
10x genomics,2023-12-31,stockholders_equity,741043000,10-Q,2025,Q1
10x genomics,2023-12-31,stockholders_equity,741043000,10-Q,2025,Q2
10x genomics,2023-12-31,stockholders_equity,741043000,10-Q,2025,Q3
10x genomics,2024-03-31,stockholders_equity,718834000,10-Q,2024,Q1
10x genomics,2024-03-31,stockholders_equity,718834000,10-Q,2024,Q2
10x genomics,2024-03-31,stockholders_equity,718834000,10-Q,2024,Q3
10x genomics,2024-03-31,stockholders_equity,718834000,10-Q,2025,Q1
10x genomics,2024-03-31,stockholders_equity,718834000,10-Q,2025,Q2
10x genomics,2024-03-31,stockholders_equity,718834000,10-Q,2025,Q3
10x genomics,2024-06-30,stockholders_equity,724058000,10-Q,2024,Q2
10x genomics,2024-06-30,stockholders_equity,724058000,10-Q,2024,Q3
10x genomics,2024-06-30,stockholders_equity,724058000,10-Q,2025,Q2
10x genomics,2024-06-30,stockholders_equity,724058000,10-Q,2025,Q3
10x genomics,2024-09-30,stockholders_equity,722804000,10-Q,2024,Q3
10x genomics,2024-09-30,stockholders_equity,722804000,10-Q,2025,Q3
10x genomics,2024-12-31,stockholders_equity,710134000,10-K,2024,FY
10x genomics,2024-12-31,stockholders_equity,710134000,10-Q,2025,Q1
10x genomics,2024-12-31,stockholders_equity,710134000,10-Q,2025,Q2
10x genomics,2024-12-31,stockholders_equity,710134000,10-Q,2025,Q3
10x genomics,2025-03-31,stockholders_equity,706895000,10-Q,2025,Q1
10x genomics,2025-03-31,stockholders_equity,706895000,10-Q,2025,Q2
10x genomics,2025-03-31,stockholders_equity,706895000,10-Q,2025,Q3
10x genomics,2025-06-30,stockholders_equity,773279000,10-Q,2025,Q2
10x genomics,2025-06-30,stockholders_equity,773279000,10-Q,2025,Q3
10x genomics,2025-09-30,stockholders_equity,785120000,10-Q,2025,Q3
10x genomics,2017-12-31,gross_profit,60525000,10-K,2019,FY
10x genomics,2018-03-31,gross_profit,23438000,10-K,2019,FY
10x genomics,2018-06-30,gross_profit,27194000,10-K,2019,FY
10x genomics,2018-09-30,gross_profit,81998000,10-Q,2019,Q3
10x genomics,2018-09-30,gross_profit,31366000,10-Q,2019,Q3
10x genomics,2018-09-30,gross_profit,31366000,10-K,2019,FY
10x genomics,2018-12-31,gross_profit,117652000,10-K,2019,FY
10x genomics,2018-12-31,gross_profit,117652000,10-K,2020,FY
10x genomics,2018-12-31,gross_profit,35654000,10-K,2019,FY
10x genomics,2019-03-31,gross_profit,39613000,10-K,2019,FY
10x genomics,2019-03-31,gross_profit,39613000,10-Q,2020,Q1
10x genomics,2019-06-30,gross_profit,80426000,10-Q,2020,Q2
10x genomics,2019-06-30,gross_profit,40813000,10-K,2019,FY
10x genomics,2019-06-30,gross_profit,40813000,10-Q,2020,Q2
10x genomics,2019-09-30,gross_profit,126153000,10-Q,2019,Q3
10x genomics,2019-09-30,gross_profit,126153000,10-Q,2020,Q3
10x genomics,2019-09-30,gross_profit,45727000,10-Q,2019,Q3
10x genomics,2019-09-30,gross_profit,45727000,10-K,2019,FY
10x genomics,2019-09-30,gross_profit,45727000,10-Q,2020,Q3
10x genomics,2019-12-31,gross_profit,184860000,10-K,2019,FY
10x genomics,2019-12-31,gross_profit,184860000,10-K,2020,FY
10x genomics,2019-12-31,gross_profit,184860000,10-K,2021,FY
10x genomics,2019-12-31,gross_profit,58707000,10-K,2019,FY
10x genomics,2020-03-31,gross_profit,56797000,10-Q,2020,Q1
10x genomics,2020-03-31,gross_profit,56797000,10-Q,2021,Q1
10x genomics,2020-06-30,gross_profit,89650000,10-Q,2020,Q2
10x genomics,2020-06-30,gross_profit,89650000,10-Q,2021,Q2
10x genomics,2020-06-30,gross_profit,32853000,10-Q,2020,Q2
10x genomics,2020-06-30,gross_profit,32853000,10-Q,2021,Q2
10x genomics,2020-09-30,gross_profit,147056000,10-Q,2020,Q3
10x genomics,2020-09-30,gross_profit,147056000,10-Q,2021,Q3
10x genomics,2020-09-30,gross_profit,57406000,10-Q,2020,Q3
10x genomics,2020-09-30,gross_profit,57406000,10-Q,2021,Q3
10x genomics,2020-12-31,gross_profit,240377000,10-K,2020,FY
10x genomics,2020-12-31,gross_profit,240377000,10-K,2021,FY
10x genomics,2020-12-31,gross_profit,240377000,10-K,2022,FY
10x genomics,2021-03-31,gross_profit,88761000,10-Q,2021,Q1
10x genomics,2021-03-31,gross_profit,88761000,10-Q,2022,Q1
10x genomics,2021-06-30,gross_profit,199688000,10-Q,2021,Q2
10x genomics,2021-06-30,gross_profit,199688000,10-Q,2022,Q2
10x genomics,2021-06-30,gross_profit,110927000,10-Q,2021,Q2
10x genomics,2021-06-30,gross_profit,110927000,10-Q,2022,Q2
10x genomics,2021-09-30,gross_profit,300467000,10-Q,2021,Q3
10x genomics,2021-09-30,gross_profit,300467000,10-Q,2022,Q3
10x genomics,2021-09-30,gross_profit,100779000,10-Q,2021,Q3
10x genomics,2021-09-30,gross_profit,100779000,10-Q,2022,Q3
10x genomics,2021-12-31,gross_profit,416399000,10-K,2021,FY
10x genomics,2021-12-31,gross_profit,416399000,10-K,2022,FY
10x genomics,2021-12-31,gross_profit,416399000,10-K,2023,FY
10x genomics,2022-03-31,gross_profit,89018000,10-Q,2022,Q1
10x genomics,2022-03-31,gross_profit,89018000,10-Q,2023,Q1
10x genomics,2022-06-30,gross_profit,175923000,10-Q,2022,Q2
10x genomics,2022-06-30,gross_profit,175923000,10-Q,2023,Q2
10x genomics,2022-06-30,gross_profit,86905000,10-Q,2022,Q2
10x genomics,2022-06-30,gross_profit,86905000,10-Q,2023,Q2
10x genomics,2022-09-30,gross_profit,276618000,10-Q,2022,Q3
10x genomics,2022-09-30,gross_profit,276618000,10-Q,2023,Q3
10x genomics,2022-09-30,gross_profit,100695000,10-Q,2022,Q3
10x genomics,2022-09-30,gross_profit,100695000,10-Q,2023,Q3
10x genomics,2022-12-31,gross_profit,396023000,10-K,2022,FY
10x genomics,2022-12-31,gross_profit,396023000,10-K,2023,FY
10x genomics,2022-12-31,gross_profit,396023000,10-K,2024,FY
10x genomics,2023-03-31,gross_profit,98390000,10-Q,2023,Q1
10x genomics,2023-03-31,gross_profit,98390000,10-Q,2024,Q1
10x genomics,2023-06-30,gross_profit,198002000,10-Q,2023,Q2
10x genomics,2023-06-30,gross_profit,198002000,10-Q,2024,Q2
10x genomics,2023-06-30,gross_profit,99612000,10-Q,2023,Q2
10x genomics,2023-06-30,gross_profit,99612000,10-Q,2024,Q2
10x genomics,2023-09-30,gross_profit,293531000,10-Q,2023,Q3
10x genomics,2023-09-30,gross_profit,293531000,10-Q,2024,Q3
10x genomics,2023-09-30,gross_profit,95529000,10-Q,2023,Q3
10x genomics,2023-09-30,gross_profit,95529000,10-Q,2024,Q3
10x genomics,2023-12-31,gross_profit,409313000,10-K,2023,FY
10x genomics,2023-12-31,gross_profit,409313000,10-K,2024,FY
10x genomics,2024-03-31,gross_profit,92914000,10-Q,2024,Q1
10x genomics,2024-03-31,gross_profit,92914000,10-Q,2025,Q1
10x genomics,2024-06-30,gross_profit,197134000,10-Q,2024,Q2
10x genomics,2024-06-30,gross_profit,197134000,10-Q,2025,Q2
10x genomics,2024-06-30,gross_profit,104220000,10-Q,2024,Q2
